,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max=,"17796,98",,,Max=,"24672,54",,,Max=,"57679,71",,,,Max=,"20729,76",,,Max=,"31284,33",,,Max=,"42280,6",,,,Max=,"13226,03",,,Max=,"34772,48",,,Max=,"39322,28",
180306_TCB_699_49_1mA,,,,180306_TCB_699_49_10mA,,,,180306_TCB_699_49_25mA,,,,,180306_TCG_697_63_1mA,,,,180306_TCG_697_63_10mA,,,,180306_TCG_697_63_25mA,,,,,180306_TCR_698_51_1mA,,,,180306_TCR_698_51_10mA,,,,180306_TCR_698_51_25mA,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength[nm],Average,Norm1,,Wavelength[nm],Average,Norm2,,Wavelength[nm],Average,Norm3,,,Wavelength[nm],Average,Norm,,Wavelength[nm],Average,Norm,,Wavelength[nm],Average,Norm,,,Wavelength[nm],Average,Norm,,Wavelength[nm],Average,Norm,,Wavelength[nm],Average,Norm
"162,488","4238,76","0,2381729934",,"162,488","900,58","0,03650130874",,"162,488","922,45","0,01599262548",,,"162,488","1940,45","0,09360696892",,"162,488","602,42","0,01925628581",,"162,488","498,98","0,01180163006",,,"162,488","4769,07","0,3605821248",,"162,488","1314,17","0,03779339294",,"162,488","822,66","0,02092096389"
"162,788","4373,08","0,2457203413",,"162,788","922,76","0,03740028388",,"162,788","945,4","0,01639051237",,,"162,788","2000,13","0,09648592169",,"162,788","618,44","0,01976836327",,"162,788","508,73","0,01203223228",,,"162,788","4911,75","0,3713699425",,"162,788","1350,12","0,0388272565",,"162,788","842,68","0,02143009002"
"163,088","4440,6","0,2495142434",,"163,088","932,63","0,03780032376",,"163,088","952,62","0,01651568637",,,"163,088","2025,06","0,09768854053",,"163,088","620,13","0,01982238392",,"163,088","509,71","0,01205541076",,,"163,088","4998,54","0,3779320023",,"163,088","1365,24","0,03926208312",,"163,088","852,76","0,02168643324"
"163,388","4546,28","0,2554523296",,"163,388","946,11","0,03834668016",,"163,388","964,12","0,01671506323",,,"163,388","2061,31","0,0994372342",,"163,388","624,88","0,01997421712",,"163,388","511,69","0,01210224074",,,"163,388","5101,9","0,3857468946",,"163,388","1387,54","0,03990339487",,"163,388","859,73","0,02186368644"
"163,688","4553,68","0,2558681304",,"163,688","948,75","0,0384536817",,"163,688","970,11","0,01681891258",,,"163,688","2069,1","0,09981302244",,"163,688","627,56","0,02005988301",,"163,688","515,74","0,01219802936",,,"163,688","5124,3","0,3874405245",,"163,688","1396,06","0,04014841622",,"163,688","864,83","0,0219933839"
"163,988","4717,24","0,2650584537",,"163,988","973,81","0,0394693858",,"163,988","994,13","0,01723535018",,,"163,988","2144,31","0,1034411397",,"163,988","639,48","0,02044090444",,"163,988","522,96","0,01236879325",,,"163,988","5328,53","0,402882044",,"163,988","1444,56","0,04154319738",,"163,988","888,89","0,02260525076"
"164,288","4535,28","0,2548342472",,"164,288","946,13","0,03834749077",,"164,288","969,72","0,0168121511",,,"164,288","2065,55","0,09964177106",,"164,288","628,44","0,02008801211",,"164,288","515,95","0,01220299617",,,"164,288","5092,84","0,3850618818",,"164,288","1391,37","0,04001353944",,"164,288","863,19","0,02195167727"
